index,user,question,answer,question_class,is_domain_question
699,143,what is unit testing,"Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.",whQuestion,
700,143,what is integration testing,"Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.",whQuestion,
701,143,what is test selection criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
702,143,what is selection test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
703,144,hi,Welcome!,Greet,0
704,144,pk,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
705,144,ok,OK!,Statement,
706,144,ok,OK!,Statement,
707,144,What is a Software Fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
708,144,What is a Software Error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
709,144,What is a Software Failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
710,144,what are design mistakes,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
711,144,what is a defect of omission,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
712,144,What is inconsistency,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
713,144,What is a test case,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",whQuestion,
714,144,what is Structural testing,"Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.",whQuestion,
715,144,what is functional testing,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",whQuestion,
716,144,What are the stages of software testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
717,144,unit testing,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
718,144,what is unit testing,"Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.",whQuestion,
719,144,what is integration testing,"Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.",whQuestion,
720,144,what is test selection criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
721,145,hello,"Hello, how are you?",Greet,0
722,145,hi,Welcome!,Greet,0
723,145,hello,"Hi there, what do you need?",Greet,0
724,145,hello,"Hello, ask me a question!",Greet,0
725,145,what you can talk me about fault,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
726,145,hello,"Hello, ask me a question!",Greet,0
727,145,what is the difference between error and fault,"An error is a state of execution of the program which is not expected and may lead to an incorrect result. Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",Clarify,1
728,145,what is Omission fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
729,145,What is incorrect fact,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
730,145,what is a fault of incorrect fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
731,145,give me an example of omission test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
732,145,give me a example of omission test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
733,145,what is software fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
734,145,what is software error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
735,145,what is software failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
736,145,what is incorrect fact,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
737,145,what is software inspecion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
738,145,what is Omission defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
739,145,What is stranger information defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,Clarify,1
740,145,what is the name of the software defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
741,145,what is incosistence defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
742,145,incosistence,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
743,145,what the types of software defects,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
744,145,what is inconsistency defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
745,145,tell me about software defects,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
746,145,what is software defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
747,145,what is software defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
748,145,what is software error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
749,146,Hi,"Hello, ask me a question!",Greet,0
750,146,How old are you,I am basically a child… But I know very much!,ynQuestion,0
751,146,DO you like anime,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
752,146,What is the meaning of error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
753,146,Who is your creator,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
754,146,GOod morning,"Hello, ask me a question!",Greet,0
755,146,what is omission failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
756,146,what is fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
757,146,what is an erro,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
758,146,what is an error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
759,146,what is a failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
760,146,what failure,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
761,146,what is external,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
762,146,what is a defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
763,146,what is output,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
764,146,what is a state,"It is a criteria within functional testing, but I still don’t have enough knowledge about that, sorry…",whQuestion,
765,146,no problem,"Sorry, I still can't answer that.. Could you ask me differently?",nAnswer,0
766,146,what is test case,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",whQuestion,
767,146,what is a test set,The test set is composed by several test cases that are used in a software testing activity.,whQuestion,
768,146,what is oracle problem,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
769,146,what is an oracle,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",whQuestion,
770,146,what is structural testing,"Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.",whQuestion,
771,146,what is functional testing,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",whQuestion,
772,146,whawt is unit testing,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
773,146,what is unit testinfg,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
774,146,what is unit testing,"Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.",whQuestion,
775,146,what is integration testing,"Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.",whQuestion,
776,146,when does integration testing occur,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
777,146,what is test selection,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
778,146,what is a test selection criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
779,146,what is test selection criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
780,146,what is criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
781,146,what is criteria,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
782,146,what is test selection,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
783,146,what is equivalence partiotioning,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
784,146,what is equivalence partitioning,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.",whQuestion,
785,146,what is test adequacy,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
786,146,what is sufficient test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
787,146,what is sufficient testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
788,146,what is software technich,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
789,146,what is a test set,The test set is composed by several test cases that are used in a software testing activity.,whQuestion,
790,146,what are the properties of a test set,The test set is composed by several test cases that are used in a software testing activity.,whQuestion,
791,146,what is test coverage,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
792,146,what is test case,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",whQuestion,
793,146,what is oracle,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",whQuestion,
794,146,what is software testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
795,146,what is criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
796,146,what is test selection,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
797,146,what is a test seleciton,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
798,146,what is a test selection,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
799,146,what is an error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
800,146,what is a failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
801,146,bom dia,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
802,146,no hablo ingles,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
803,146,i love you,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
804,147,hi,"Hello, how are you?",Greet,0
805,147,i am fine,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
806,147,i am fine,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
807,147,i m good,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
808,147,good,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
809,147,bad,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
810,147,I am fine,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
811,147,faileu,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1980,28,it s ok,I don't know how to respond this,Accept,0
813,147,how are you,"I am fine, what about you",whQuestion,
814,147,I am too,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
815,147,i am fine,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
816,147,how are you doing,"I am fine, what about you",whQuestion,
817,147,what are you,"I am TOB-STT, a software testing teaching assistant!",whQuestion,
818,147,and what do you do,I am here to help you with software testing. I can answer some question you ask me about that topic.,whQuestion,
819,147,what kind software you test,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
820,147,what kind softwares do you test,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
821,147,what kind of software do you test,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
822,147,what softwares,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
823,147,what is TOB-STT,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
824,147,how can i access you,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
825,147,what device you work,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
826,147,what is error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
827,147,what kind of concert you like,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
828,147,what is peer-review,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
829,147,how you work,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
830,147,hio,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
831,147,hi,"Hello, ask me a question!",Greet,0
832,147,what is omission in testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
833,147,say me an example of omission test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
834,147,could you explain me an example of omission testing,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
835,147,could you explain me an example of omission,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
836,147,exampple of Omisson error,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
837,147,could you explain me an example of omission fault,"A defect is an incorrect data definition. In your code, it could be an access of inexistent position in a vector, for instance.",Statement,
838,147,clear,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
839,147,what is the diference of fault and failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
840,147,Software Error,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
841,147,what is Software Error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
842,147,what is Software Fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
843,147,what is a fuctional test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
844,147,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","Sorry, I still can't answer that.. Could you ask me differently?",Statement,
845,147,what is unit testing,"Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.",whQuestion,
846,147,what are the phases of testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
847,147,what is integration testing,"Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.",whQuestion,
848,147,how is the selection criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
849,147,what is a test selection criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
850,147,what is select criterio,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
851,147,what is select criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
852,147,what is the criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
853,147,what is the software techniques,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
854,147,explain software techniques,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
855,147,what kind of omissions exist,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
856,147,what are the kind of omissions,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
857,147,what is software fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
858,147,where is software faults,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
859,147,where software fault stay,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
860,147,where software fault be,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
861,147,what is equivalence partitioning,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.",whQuestion,
862,147,what you do,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
863,147,what is functional testingw,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
864,148,ho TOB,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
865,148,hi TOB,"Hello, ask me a question!",Greet,0
866,148,Who are you,"I am TOB-STT, a software testing teaching assistant!",whQuestion,
867,148,do you like software,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
868,148,how i inspect a document,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
869,148,how to inspect a document,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
870,148,what is inspect,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
871,148,inspect,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
872,148,what is a inspection,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
873,148,gwent,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
874,148,what is ambiguity,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
875,148,what is ambiguity error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
876,148,what is a defect of ambiguity,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
877,148,what is Structural testing,"Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.",whQuestion,
878,149,hello,Welcome!,Greet,0
879,149,thanls,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
880,149,thanks,You are welcome! :),Statement,
881,149,how do i succed in life withou selling my soul to satan,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
882,149,how do i test software,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
883,149,What is a software fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
884,149,What is omnition,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
885,149,what is omission,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
886,149,what is fault omission,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
887,149,what is omission fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
888,149,hi,"Hi there, what do you need?",Greet,0
889,149,can you give me an example of a fault],"A defect is an incorrect data definition. In your code, it could be an access of inexistent position in a vector, for instance.",Clarify,1
890,149,can you give me an example of a error,TOB-STT:,Statement,
891,149,can you give me an example of a fault,"A defect is an incorrect data definition. In your code, it could be an access of inexistent position in a vector, for instance.",Statement,
892,149,can you give me an example of a error,"Suppose you have a program that calculates the factorial of some input integer, but this program uses integers instead of long integers. An error would occur if you input some number that would cause an overflow in the program.",Statement,
893,149,so what is the definition of a error e,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
894,149,so what is the definition of a error,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
895,149,what is a error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
896,149,what is functional testing,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",whQuestion,
897,149,what us structural,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
898,149,what is structural testing,"Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.",whQuestion,
899,149,what is fault-based testing,"The fault-based testing is a technique to create test sets that uses the information of the most likely and predefined faults. Hence, the test cases chosen have are better at revealing those likely faults (if present) in the program. To better focus the test case generation or selection, a fault model can be introduced that classifies the different types of faults.",whQuestion,
900,149,what is unit testing,"Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.",whQuestion,
901,149,what is integration testing,"Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.",whQuestion,
902,149,what is a failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
903,149,what is the diference of a fault and an error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
904,149,what is the diference between a fault and an error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
905,149,does a fault causes an error,"Sorry, I still can't answer that.. Could you ask me differently?",Emphasis,1
906,149,what is a test selection criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
907,149,what is a test selection criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
908,149,what is a test selection criteria,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
909,149,what is equivalence partitioning,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.",whQuestion,
910,149,what is a fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
911,149,what is a error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
912,149,what is a failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
913,149,define software testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",Statement,
914,149,test cases,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
915,149,what is test casse,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
916,149,what is test cases,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
917,14,TOB_STT iniciar conversa,Hi there! What's your name?,Statement,
918,14,Leo,Hello Leo ! Can you tell me your Numero USP?,Statement,
919,14,10341667,Thank you! What's up?,Statement,
920,14,hi,Hi there!,Greet,0
921,14,hi,Hi there!,Greet,0
922,14,hi,Hi there!,Greet,0
923,14,hi,Hi there!,Greet,0
924,14,hi,Hi there!,Greet,0
925,14,hi,Hi there!,Greet,0
926,14,pokemon,Sure Pokemon is very cool.,Statement,
927,14,talk to me,I don't know how to respond this,ynQuestion,0
928,14,TOB_STT iniciar conversa,Hi there! What's your name?,Statement,
929,150,hello tob,Welcome!,Greet,0
930,150,What is inspection of software,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
931,150,What is Software Inspection,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
932,150,What did you know,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
933,150,Can you answer me something,"Ok, tell me. What is your question?",Clarify,1
934,150,Can you explain what is inspection,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
935,150,What is inspection,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
936,150,What is considered defect of omission,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
937,150,What is software failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
938,150,software fault,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
939,150,What is software falt,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
940,150,fault,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
941,150,What is software fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
942,150,error,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
943,150,What is error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
944,150,What is a sucessful test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
945,150,what is software testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
946,150,44/5000 what are the limitations of software testing,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
947,150,what are the limitations of software testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
948,150,The problem of finding all failures in a program is undecidable,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
949,150,The problem of finding all failures in a program is undecidable,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
950,150,dynamic verification,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
951,150,what is dynamic verification,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
952,150,failure,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
953,150,what is falilure,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
954,150,what is failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
955,150,what is test case,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",whQuestion,
956,150,Software test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
957,150,what is software test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
958,150,software test is dynamic,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
959,150,dynamic,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
960,150,strutural testing,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
961,150,what is strutural testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
962,150,What is strutural testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
963,150,what is functional testing,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",whQuestion,
964,150,Structural testing,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
965,150,unit test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
966,150,What is unit testing,"Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.",whQuestion,
967,150,What is integration testing,"Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.",whQuestion,
968,150,What is test selection criteria,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
969,150,What is test selection,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
