index,user,question,question_class,question_cluster,answer_v1,answer_v2,v1_x_v2,is_domain
432,125,What is an error,whQuestion,112,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896,True
433,125,What is a failure,whQuestion,75,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0,True
434,125,What is a test set,whQuestion,156,The test set is composed by several test cases that are used in a software testing activity.,The test set is composed by several test cases that are used in a software testing activity.,1.0000001192092896,True
435,125,What is test coverage,whQuestion,79,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
436,125,What is testing coverage,whQuestion,79,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
437,125,What is the testing coverage,whQuestion,79,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301,True
438,125,What is a test case,whQuestion,152,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",1.0000001192092896,True
439,125,What is the oracle problem,whQuestion,164,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301,True
440,125,What is white-box testing,whQuestion,138,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0,True
441,125,What is white box testing,whQuestion,138,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0,True
442,125,What is a black-box testing,whQuestion,163,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0,True
443,125,What is software testing,whQuestion,118,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832,True
444,126,Hi,Greet,196,"Hello, how are you?",Hi,0.6183379888534546,False
445,126,I m frustraded with the end of the last GoT episode What about you,Clarify,44,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,False
446,126,what is a failure,whQuestion,75,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0,True
447,126,what is a fault,whQuestion,145,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604796,True
448,126,what is a failure,whQuestion,75,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0,True
449,126,what is a successful test,whQuestion,50,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",1.0,True
450,126,do tests show only presence of failures,Statement,100,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
451,126,what a test can show,Statement,100,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.0337043590843677,True
452,126,what is an error,whQuestion,112,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896,True
453,126,what is oracle,whQuestion,181,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",1.0000001192092896,True
454,126,adequacy criteria,Statement,87,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.3258585929870605,True
455,126,adequacy,Statement,87,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.3258585929870605,True
456,126,what is equivalence oartitioning,whQuestion,173,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301,True
457,126,what is equivalence partitioning,whQuestion,173,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.","Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.",1.0000001192092896,True
458,127,hi,Greet,196,"Hi there, what do you need?",Hi,0.5008180737495422,False
459,127,what is software fault,whQuestion,114,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604796,True
460,127,what is software error,whQuestion,190,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896,True
461,127,what is software failure,whQuestion,133,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0,True
462,127,what is white-box testing,whQuestion,138,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0,True
463,127,what is a black-box testing,whQuestion,163,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0,True
464,127,what is black box testing,whQuestion,163,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0,True
465,128,Hello,Greet,199,"Hello, ask me a question!",Hi,0.556562602519989,False
466,128,No,nAnswer,232,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,False
467,128,No,nAnswer,232,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,False
468,128,What Software test consista of,whQuestion,18,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.3258585929870605,True
469,128,What Software test consists of,whQuestion,18,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.3258585929870605,True
470,128,What consists software test,whQuestion,18,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.0337043590843677,True
471,128,Limitations of software testing,Statement,149,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",-0.0304460600018501,True
472,128,What are the limitations of software testing,whQuestion,149,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832,True
473,128,Successful test,Statement,50,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.0337043590843677,True
474,128,Software fault,Statement,249,"Sorry, I still can't answer that.. Could you ask me differently?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.0517853535711765,True
475,128,Software fault,Statement,249,"Sorry, I still can't answer that.. Could you ask me differently?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.0517853535711765,True
476,128,What is software fault,whQuestion,114,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604796,True
477,128,What is software error,whQuestion,190,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896,True
478,128,What is software failure,whQuestion,133,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0,True
479,128,You are terrible,Reject,32,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301,False
480,128,What is state of program,whQuestion,39,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
481,128,What is program state,whQuestion,39,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301,True
482,128,What is a practical problem associated,whQuestion,24,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
483,128,What is a practical problem associated with software teating,whQuestion,83,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
484,128,What is a practical problem associated with software testing,whQuestion,38,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832,True
485,128,What is test set,whQuestion,156,The test set is composed by several test cases that are used in a software testing activity.,The test set is composed by several test cases that are used in a software testing activity.,1.0000001192092896,True
486,128,What is test coverage,whQuestion,79,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
487,128,Test coverage,Statement,79,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.3258585929870605,True
488,128,Penis,Statement,230,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,False
489,128,Fuck,Statement,160,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,False
490,128,Hello,Greet,199,"Hi there, what do you need?",Hi,0.5008180737495422,False
491,128,Hi,Greet,196,"Hi there, what do you need?",Hi,0.5008180737495422,False
492,128,Brasil,Statement,22,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,False
493,128,I need your help,Statement,14,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,True
494,128,What is testing coverage,whQuestion,79,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.3258585929870605,True
495,128,What is coverage,whQuestion,79,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301,True
496,128,Test set,Statement,156,"Sorry, I still can't answer that.. Could you ask me differently?",The test set is composed by several test cases that are used in a software testing activity.,0.1574497520923614,True
497,128,What is testing,whQuestion,177,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0,True
498,128,What is white-box testing,whQuestion,138,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0,True
499,128,What is white-box,whQuestion,132,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",-0.0242419056594371,True
500,128,Hffh testing,Statement,12,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",-0.0242419056594371,False
501,128,What is dhdhdjwjsbbfhdhhdhhdh testing,whQuestion,12,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0,False
502,128,What is unit test,whQuestion,136,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",1.0,True
503,128,What is dhdhdbdhdhhh fjrj test,whQuestion,12,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",1.0,False
504,128,What is,whQuestion,223,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.0337043590843677,False
505,128,A,Statement,116,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,False
506,128,1234,Statement,184,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,False
507,128,Tbtbygubifivtctfvcgvgh,Statement,53,"Sorry, I still can't answer that.. Could you ask me differently?",Bye!,0.1225424259901046,False
508,128,Fuck you,Statement,160,"Sorry, I still can't answer that.. Could you ask me differently?",No worries!,0.2977667152881622,False
509,128,Fuckk off,Statement,106,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.3258585929870605,False
510,128,What is equivalence partitioning,whQuestion,173,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.","Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.",1.0000001192092896,True
511,128,I am disapointed,Statement,2,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,False
512,128,What are you,whQuestion,206,"I am TOB-STT, a software testing teaching assistant!","Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.",0.1168524026870727,False
513,128,What do you do,whQuestion,228,I am here to help you with software testing. I can answer some question you ask me about that topic.,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.",0.2925739288330078,True
514,128,What ia your purpose,whQuestion,261,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
515,128,What is your purpose,whQuestion,261,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301,True
516,129,What is software testing,whQuestion,118,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832,True
517,129,What is successful test,whQuestion,50,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",1.0,True
518,129,What is failure,whQuestion,75,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0,True
519,129,Blackbox,Statement,154,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,True
520,12,TOB_STT iniciar conversa,Statement,256,Hi there! What's your name?,I don't understand what you mean,-0.0258366018533706,False
521,12,Lucas,Statement,130,Hello Lucas ! Can you tell me your Numero USP?,Hi,0.3481244444847107,False
522,12,1234,Statement,184,Thank you! And nice to meet you!,Hi,0.4162072837352752,False
523,12,How to generate a test case?,whQuestion,8,"It depends on the criteria used. I don't know how to respond this The boundary-value analysis determines the boundaries for input values and selects the extremes of the boundary to use in a test case. For instance, if a program's valid input set are non negative numbers less not greater than 10, then one test case would use input 0 and another input 10.","Sorry, I didn't understand your question, could you repeat?",0.0527202263474464,True
524,12,TOB_STT iniciar conversa,Statement,256,Hi there! What's your name?,I don't understand what you mean,-0.0258366018533706,False
525,12,Lucas,Statement,130,Hello Lucas ! Can you tell me your Numero USP?,Hi,0.3481244444847107,False
526,12,123,Statement,184,Thank you! And nice to meet you!,Hi,0.4162072837352752,False
527,12,How to generate a test case,whQuestion,8,"It depends on the criterion used. The equivalence partitioning is done dividing the input set in several subsets with no intersecction (i.e. a partition) and creating a test case for each representative of the subsets. For example, you can separate invalid and valid inputs into two different subsets. The boundary-value analysis determines the boundaries for input values and selects the extremes of the boundary to use in a test case. For instance, if a program's valid input set are non negative numbers less not greater than 10, then one test case would use input 0 and another input 10.",I don't understand what you mean,0.0227226819843053,True
528,12,TOB_STT iniciar conversa,Statement,256,Hi there! What's your name?,I don't understand what you mean,-0.0258366018533706,False
529,12,Lucas,Statement,130,Hello Lucas ! Can you tell me your Numero USP?,Hi,0.3481244444847107,False
530,12,133,Statement,46,Thank you! And nice to meet you!,Hi,0.4162072837352752,False
531,12,Help me,Statement,14,"Ok, tell me. What is your question?",Hi,0.2910423576831817,True
532,12,TOB_STT iniciar conversa,Statement,256,Hi there! What's your name?,"Sorry, I didn't quite catch that",0.0094247320666909,False
533,12,Lucas,Statement,130,Hello Lucas ! Can you tell me your Numero USP?,Hi,0.3481244444847107,False
534,12,123,Statement,184,Thank you! What's up?,Hi,0.3786203265190124,False
535,12,Could you help me with something?,ynQuestion,174,"Ok, tell me. What is your question?","Sorry, I didn't understand your question, could you repeat?",0.5220559239387512,True
536,12,I would like to know how much is 1 + 1,Clarify,172,I don't know how to respond this,"Sorry, I didn't quite catch that",0.1781185865402221,False
537,12,Could you tell me what is a test case?,whQuestion,162,"A test case is composed by the input data, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",0.9632096886634828,True
538,12,Nice,whQuestion,9,Next question?,Hi,0.1600440591573715,False
539,12,What is a test data?,whQuestion,98,The test data is the input data and the parameters associated with a specified test case.,The test data (or test input) is the input data and the parameters associated with a specified test case.,0.9731829166412354,True
540,12,Right,Statement,54,Groovy.,Bye!,0.1963203102350235,False
541,12,"Ok, thank you!",Emphasis,44,Hi there!. You are welcome! :),No worries!,0.2507965862751007,False
542,12,Bye,Bye,120,"Thanks for chatting, Lucas.",Bye!,0.2535078525543213,False
543,12,what is the difference between a test case and a test data?,whQuestion,236,"A test case is composed by the input data, the execution conditions and the expected output to be produced by the program.. There might be more than one.",The test data (or test input) is the input data and the parameters associated with a specified test case.,0.7150440216064453,True
544,12,what is the difference between test case and test data?,whQuestion,236,The test data is the input data and the parameters associated with a specific test case.,The test data (or test input) is the input data and the parameters associated with a specified test case.,0.967155396938324,True
545,12,"Ok, bye bye",Bye,120,"So?. See you later!. Thanks for chatting, Lucas.",Bye!,0.50270676612854,False
546,12,bye bye bye bye bye bye bye bye,Bye,53,"See you later!. Until next time.. Thanks for chatting, Lucas.. Bye bye.. Adios.. TTYL, Lucas.. Bye bye.",Bye!,0.6059008240699768,False
547,130,Hi motherfucker,Greet,42,"Hello, how are you?",Hi,0.6183379888534546,False
548,130,Fine and you,Statement,183,"Sorry, I still can't answer that.. Could you ask me differently?",No worries!,0.2977667152881622,False
549,130,No,nAnswer,232,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,False
550,130,Yes,yAnswer,151,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,False
551,130,1+1,Statement,172,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.1177027747035026,False
552,130,what is is 1+1,whQuestion,172,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.3258585929870605,False
553,130,what is is tests case,whQuestion,152,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301,True
554,130,What is test case,whQuestion,152,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",1.0000001192092896,True
555,130,Software fault,Statement,249,"Sorry, I still can't answer that.. Could you ask me differently?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.0517853535711765,True
556,130,What is software fault,whQuestion,114,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604796,True
557,130,What is software error,whQuestion,190,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896,True
558,130,Software failure,Statement,133,"Sorry, I still can't answer that.. Could you ask me differently?",A failure is a result of the program which is incorrect or not expected. This is caused by an error.,0.1401183605194091,True
559,130,What is software failure,whQuestion,133,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0,True
560,130,What is software testing,whQuestion,118,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832,True
561,130,What is limitation of software testing,whQuestion,149,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832,True
562,130,What is test set,whQuestion,156,The test set is composed by several test cases that are used in a software testing activity.,The test set is composed by several test cases that are used in a software testing activity.,1.0000001192092896,True
563,130,What is testing coverage,whQuestion,79,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
564,130,What is Oracle problem,whQuestion,164,"Sorry, I still can't answer that.. Could you ask me differently?","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",0.0988619700074195,True
565,130,What is White box testing,Clarify,138,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0,True
566,130,What is White box,Clarify,132,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",-0.0242419056594371,True
567,130,What is white-box,whQuestion,132,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",-0.0242419056594371,True
568,130,What is white-box testing,whQuestion,138,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0,True
569,130,What is integration test,whQuestion,263,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",1.0,True
570,131,hi,Greet,196,"Hi there, what do you need?",Hi,0.5008180737495422,False
571,131,error,Statement,264,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
572,131,what is software error,whQuestion,190,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896,True
573,132,one of the most important limitations of software testing is that testing can show only the presence of failures,Clarify,100,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.3258585929870605,True
574,132,unit testing,Statement,41,"Sorry, I still can't answer that.. Could you ask me differently?","Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.",-0.0131011130288243,True
575,132,unit,Statement,262,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,False
576,132,what is intregation testing,whQuestion,15,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Sorry, I didn't understand your question, could you repeat?",0.0063012056052684,True
577,132,what is well known,whQuestion,16,"Sorry, I still can't answer that.. Could you ask me differently?","Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.",-0.0131011130288243,True
578,132,what is is bug,whQuestion,59,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209,True
579,132,what is error,whQuestion,112,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896,True
580,132,what is fault,whQuestion,145,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604796,True
581,132,what is failure,whQuestion,75,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0,True
582,133,What is software testing,whQuestion,118,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832,True
