,Unnamed: 0,user,question,question_class,answer_v1,answer_v2,v1_x_v2
731,731,145,give me an example of omission test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
732,732,145,give me a example of omission test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
733,733,145,what is software fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604797
734,734,145,what is software error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
735,735,145,what is software failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0
736,736,145,what is incorrect fact,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
737,737,145,what is software inspecion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
738,738,145,what is Omission defect,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209
739,739,145,What is stranger information defect,Clarify,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209
740,740,145,what is the name of the software defect,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209
741,741,145,what is incosistence defect,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209
742,742,145,incosistence,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
743,743,145,what the types of software defects,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
744,744,145,what is inconsistency defect,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209
745,745,145,tell me about software defects,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
746,746,145,what is software defect,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209
747,747,145,what is software defect,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209
748,748,145,what is software error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
749,749,146,Hi,Greet,"Hello, ask me a question!",Hi,0.556562602519989
750,750,146,How old are you,ynQuestion,I am basically a child… But I know very much!,"Sorry, I didn't quite catch that",0.04118512570858002
751,751,146,DO you like anime,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",No worries!,0.29776671528816223
752,752,146,What is the meaning of error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
753,753,146,Who is your creator,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
754,754,146,GOod morning,Greet,"Hello, ask me a question!",Hi,0.556562602519989
755,755,146,what is omission failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0
756,756,146,what is fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604797
757,757,146,what is an erro,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
758,758,146,what is an error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
759,759,146,what is a failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0
760,760,146,what failure,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",A failure is a result of the program which is incorrect or not expected. This is caused by an error.,0.14011836051940918
761,761,146,what is external,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",A failure is a result of the program which is incorrect or not expected. This is caused by an error.,0.14011836051940918
762,762,146,what is a defect,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209
763,763,146,what is output,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
764,764,146,what is a state,whQuestion,"It is a criteria within functional testing, but I still don’t have enough knowledge about that, sorry…",I don't understand what you mean,0.1361842155456543
765,765,146,no problem,nAnswer,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
766,766,146,what is test case,whQuestion,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",1.0000001192092896
767,767,146,what is a test set,whQuestion,The test set is composed by several test cases that are used in a software testing activity.,The test set is composed by several test cases that are used in a software testing activity.,1.0000001192092896
768,768,146,what is oracle problem,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
769,769,146,what is an oracle,whQuestion,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",1.0000001192092896
770,770,146,what is structural testing,whQuestion,"Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.","Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.",1.000000238418579
771,771,146,what is functional testing,whQuestion,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",0.9999998807907104
772,772,146,whawt is unit testing,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.",-0.01310111302882433
773,773,146,what is unit testinfg,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
774,774,146,what is unit testing,whQuestion,"Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.","Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.",1.000000238418579
775,775,146,what is integration testing,whQuestion,"Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.","Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.",0.9999998807907104
776,776,146,when does integration testing occur,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
777,777,146,what is test selection,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
778,778,146,what is a test selection criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
779,779,146,what is test selection criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
780,780,146,what is criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
781,781,146,what is criteria,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
782,782,146,what is test selection,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
783,783,146,what is equivalence partiotioning,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
784,784,146,what is equivalence partitioning,whQuestion,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.","Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.",1.0000001192092896
785,785,146,what is test adequacy,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
786,786,146,what is sufficient test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",1.0
787,787,146,what is sufficient testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Sorry, I didn't understand your question, could you repeat?",0.006301205605268478
788,788,146,what is software technich,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
789,789,146,what is a test set,whQuestion,The test set is composed by several test cases that are used in a software testing activity.,The test set is composed by several test cases that are used in a software testing activity.,1.0000001192092896
790,790,146,what are the properties of a test set,whQuestion,The test set is composed by several test cases that are used in a software testing activity.,The test set is composed by several test cases that are used in a software testing activity.,1.0000001192092896
791,791,146,what is test coverage,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
792,792,146,what is test case,whQuestion,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",1.0000001192092896
793,793,146,what is oracle,whQuestion,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",1.0000001192092896
794,794,146,what is software testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238831
795,795,146,what is criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
796,796,146,what is test selection,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
797,797,146,what is a test seleciton,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
798,798,146,what is a test selection,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
799,799,146,what is an error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
800,800,146,what is a failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0
801,801,146,bom dia,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",A failure is a result of the program which is incorrect or not expected. This is caused by an error.,0.14011836051940918
802,802,146,no hablo ingles,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
803,803,146,i love you,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",No worries!,0.29776671528816223
804,804,147,hi,Greet,"Hello, how are you?",Hi,0.6183379888534546
805,805,147,i am fine,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
806,806,147,i am fine,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
807,807,147,i m good,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Bye!,0.12254242599010468
808,808,147,good,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Bye!,0.12254242599010468
809,809,147,bad,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.11770277470350266
810,810,147,I am fine,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
811,811,147,faileu,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
812,812,147,fail],Emotion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
813,813,147,how are you,whQuestion,"I am fine, what about you","Sorry, I didn't understand your question, could you repeat?",0.13260386884212494
814,814,147,I am too,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
815,815,147,i am fine,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
816,816,147,how are you doing,whQuestion,"I am fine, what about you",I don't understand what you mean,0.0380149707198143
817,817,147,what are you,whQuestion,"I am TOB-STT, a software testing teaching assistant!","Sorry, I didn't understand your question, could you repeat?",0.09302129596471786
818,818,147,and what do you do,whQuestion,I am here to help you with software testing. I can answer some question you ask me about that topic.,I don't understand what you mean,0.08567377179861069
819,819,147,what kind software you test,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
820,820,147,what kind softwares do you test,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
821,821,147,what kind of software do you test,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
822,822,147,what softwares,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
823,823,147,what is TOB-STT,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
824,824,147,how can i access you,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
825,825,147,what device you work,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
826,826,147,what is error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
827,827,147,what kind of concert you like,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
828,828,147,what is peer-review,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
829,829,147,how you work,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","To create a test set using the McCabe criterion, first write down a complete path always making decisions in predicate nodes to avoid loops (or the first path could be the result of a random real input). Then, the following paths should be equal to the previous one, but changing the decision of the first predicate node not changed yet. After you cannot add any more paths, you have exactly C paths, where C is the McCabe complexity of your CFG. You should create test cases the exercise this paths. This test set also has the property that it satisfies statement coverage and branch coverage criterions.",-0.01174566987901926
830,830,147,hio,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.11770277470350266
831,831,147,hi,Greet,"Hello, ask me a question!",Hi,0.556562602519989
832,832,147,what is omission in testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0
833,833,147,say me an example of omission test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
834,834,147,could you explain me an example of omission testing,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
835,835,147,could you explain me an example of omission,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
836,836,147,exampple of Omisson error,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","An example of an error could be the access of some unintended position of a vector, which would case a segmentation fault and stop the execution of the program.",0.01942489482462406
837,837,147,could you explain me an example of omission fault,Statement,"A defect is an incorrect data definition. In your code, it could be an access of inexistent position in a vector, for instance.","Suppose you have a program that, by the software requirements, should accept names with up to 20 digits, but the software developer reserved only 15 digits in the database. That is a defect in the software definition and can lead to an error.",0.4193035364151001
838,838,147,clear,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.11770277470350266
839,839,147,what is the diference of fault and failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0
840,840,147,Software Error,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.05889357626438141
841,841,147,what is Software Error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
842,842,147,what is Software Fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604797
843,843,147,what is a fuctional test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",1.0
844,844,147,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.11770277470350266
845,845,147,what is unit testing,whQuestion,"Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.","Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.",1.000000238418579
846,846,147,what are the phases of testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",1.0
847,847,147,what is integration testing,whQuestion,"Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.","Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.",0.9999998807907104
848,848,147,how is the selection criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
849,849,147,what is a test selection criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
850,850,147,what is select criterio,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
851,851,147,what is select criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
852,852,147,what is the criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
853,853,147,what is the software techniques,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
854,854,147,explain software techniques,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
855,855,147,what kind of omissions exist,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.",0.07483944296836853
856,856,147,what are the kind of omissions,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
857,857,147,what is software fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604797
858,858,147,where is software faults,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
859,859,147,where software fault stay,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.05178535357117653
860,860,147,where software fault be,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.05178535357117653
861,861,147,what is equivalence partitioning,whQuestion,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.","Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.",1.0000001192092896
862,862,147,what you do,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.",0.05678964778780937
863,863,147,what is functional testingw,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
864,864,148,ho TOB,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
865,865,148,hi TOB,Greet,"Hello, ask me a question!",Hi,0.556562602519989
866,866,148,Who are you,whQuestion,"I am TOB-STT, a software testing teaching assistant!",I don't understand what you mean,0.06086118891835213
867,867,148,do you like software,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
868,868,148,how i inspect a document,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
869,869,148,how to inspect a document,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
870,870,148,what is inspect,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
871,871,148,inspect,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
872,872,148,what is a inspection,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
873,873,148,gwent,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Bye!,0.12254242599010468
874,874,148,what is ambiguity,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
875,875,148,what is ambiguity error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
876,876,148,what is a defect of ambiguity,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
877,877,148,what is Structural testing,whQuestion,"Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.","Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.",1.000000238418579
878,878,149,hello,Greet,Welcome!,Hi,0.13563869893550873
879,879,149,thanls,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",No worries!,0.29776671528816223
880,880,149,thanks,Statement,You are welcome! :),No worries!,0.41018155217170715
881,881,149,how do i succed in life withou selling my soul to satan,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
882,882,149,how do i test software,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
